inventory_id,product_id,location,quantity_available,reorder_point,last_updated
1342,1336,tartu,114,34,2025-01-13
1343,1336,pärnu,113,35,2025-02-25
1344,1336,ladu,453,13,2025-02-01
1345,1337,tallinn,12,47,2025-02-07
1346,1337,tartu,52,21,2025-01-13
1347,1337,pärnu,87,44,2025-01-20
1348,1337,ladu,135,32,2025-01-19
1349,1338,tallinn,65,49,2025-01-15
1350,1338,tartu,127,46,2024-10-30
1351,1338,pärnu,70,16,2024-10-15
1352,1338,ladu,188,14,2025-01-26
1353,1339,tallinn,139,15,2025-01-13
1354,1339,tartu,77,33,2025-01-01
1355,1339,pärnu,128,33,2025-02-21
1356,1339,ladu,328,46,2025-01-07
1357,1340,tallinn,13,20,2025-02-23
1358,1340,tartu,55,41,2025-01-21
1359,1340,pärnu,128,17,2025-01-11
1360,1340,ladu,132,42,2024-09-07
1361,1341,tallinn,9,50,2025-02-03
1362,1341,tartu,51,11,2025-01-31
1363,1341,pärnu,128,29,2025-02-25
1364,1341,ladu,403,15,2025-02-08
1365,1342,tallinn,101,41,2025-02-07
1366,1342,tartu,41,44,2025-01-31
1367,1342,pärnu,57,15,2025-02-26
1368,1342,ladu,287,28,2025-01-22
1369,1343,tallinn,29,33,2025-02-03
1370,1343,tartu,147,22,2025-02-22
1371,1343,pärnu,104,48,2025-01-30
1372,1343,ladu,129,18,2024-06-09
1373,1344,tallinn,7022,41,2024-05-10
1374,1344,tartu,31,16,2025-02-27
1375,1344,pärnu,98,45,2025-02-10
1376,1344,ladu,356,11,2025-01-28
1377,1345,tallinn,137,27,2025-02-10
1378,1345,tartu,55,44,2025-02-26
1379,1345,pärnu,65,21,2025-02-18
1380,1345,ladu,109,14,2025-01-31
1381,1346,tallinn,38,27,2024-03-02
1382,1346,tartu,135,22,2025-02-02
1383,1346,pärnu,1936,14,2025-02-02
1384,1346,ladu,16,35,2025-02-11
1385,1347,tallinn,61,18,2024-08-08
1386,1347,tartu,36,28,2025-02-01
1387,1347,pärnu,94,32,2024-10-18
1388,1347,ladu,419,37,2025-02-20
1389,1348,tallinn,60,46,2025-02-18
1390,1348,tartu,15,42,2025-02-28
1391,1348,pärnu,75,28,2025-01-25
1392,1348,ladu,490,35,2025-02-25
1393,1349,tallinn,149,20,2025-01-16
1394,1349,tartu,92,18,2025-01-16
1395,1349,pärnu,21,13,2025-01-12
1396,1349,ladu,49,28,2024-07-31
1397,1350,tallinn,132,17,2025-02-06
1398,1350,tartu,50,20,2025-02-19
1399,1350,pärnu,60,48,2025-01-09
1400,1350,ladu,4,38,2025-01-01
