movement_id,product_id,location,movement_type,quantity,timestamp,reference
3819,1270,pärnu,ADJUSTMENT,-10,2024-11-14,ADJ-9640
3820,1312,ladu,OUT,-18,2024-08-31,ORD-38922
3821,1234,ladu,OUT,-36,2024-09-11,ORD-54137
3822,1007,tartu,IN,13,2025-02-28,PO-53868
3823,1350,ladu,OUT,-3,2024-01-15,ORD-57880
3824,1249,tallinn,OUT,-26,2024-02-02,ORD-78862
3825,1219,ladu,IN,153,2024-12-09,PO-60153
3826,1223,pärnu,IN,181,2024-04-27,PO-38761
3827,1039,ladu,OUT,-48,2024-06-18,ORD-89716
3828,1212,ladu,ADJUSTMENT,-15,2024-04-17,ADJ-4759
3829,1317,pärnu,IN,46,2024-07-29,PO-73906
3830,1099,tallinn,TRANSFER,30,2025-01-14,TRANSFER-8887
3831,1165,tallinn,IN,158,2024-05-13,PO-62993
3832,1105,tartu,OUT,-13,2024-07-04,ORD-50815
3833,1079,tartu,ADJUSTMENT,26,2024-08-07,ADJ-3705
3834,1073,pärnu,OUT,-48,2024-03-24,ORD-38788
3835,1019,pärnu,IN,34,2024-01-01,PO-98929
3836,1347,tartu,TRANSFER,-100,2024-03-11,TRANSFER-7612
3837,1294,pärnu,TRANSFER,-39,2024-02-12,TRANSFER-1692
3838,1317,tallinn,OUT,-16,2025-02-13,ORD-34059
3839,1290,tartu,TRANSFER,-85,2024-03-30,TRANSFER-5218
3840,1159,tartu,OUT,-50,2024-01-25,ORD-49851
3841,1296,pärnu,OUT,-38,2024-08-09,ORD-29117
3842,1068,tallinn,IN,50,2024-11-24,PO-23427
3843,1294,tallinn,IN,22,2024-06-23,PO-34615
3844,1335,tartu,OUT,-39,2024-04-19,ORD-73198
3845,1201,ladu,OUT,-40,2024-05-06,ORD-72140
3846,1256,ladu,IN,69,2024-04-02,PO-74939
3847,1330,pärnu,IN,120,2024-08-09,PO-92443
3848,1279,pärnu,IN,96,2025-01-05,PO-55835
3849,1090,tallinn,OUT,-32,2024-08-17,ORD-28560
3850,1306,pärnu,IN,46,2024-10-11,PO-38272
3851,1316,pärnu,IN,116,2024-07-14,PO-91363
3852,1231,pärnu,OUT,-20,2024-11-01,ORD-90558
3853,1283,ladu,ADJUSTMENT,29,2024-10-04,ADJ-6826
3854,1325,tallinn,OUT,-25,2024-10-29,ORD-69149
3855,1033,tartu,ADJUSTMENT,1,2025-02-21,ADJ-1102
3856,1168,tallinn,IN,127,2024-01-28,PO-32787
3857,1209,ladu,IN,83,2024-12-19,PO-52122
3858,1200,ladu,IN,51,2024-11-25,PO-53750
3859,1259,pärnu,OUT,-43,2024-09-20,ORD-15532
3860,1064,tartu,TRANSFER,8,2024-11-30,TRANSFER-1882
3861,1011,pärnu,TRANSFER,52,2024-05-06,TRANSFER-6727
3862,1051,tartu,OUT,-28,2024-06-30,ORD-61005
3863,1096,tallinn,TRANSFER,82,2024-10-08,TRANSFER-4436
3864,1059,ladu,OUT,-26,2024-07-23,ORD-55652
3865,1228,pärnu,OUT,-50,2024-05-01,ORD-12888
3866,1060,ladu,OUT,-50,2024-06-24,ORD-91496
3867,1338,tartu,ADJUSTMENT,-9,2024-11-04,ADJ-5459
3868,1295,tartu,OUT,-38,2024-05-06,ORD-89246
3869,1153,tallinn,TRANSFER,80,2024-12-21,TRANSFER-8925
3870,1207,pärnu,ADJUSTMENT,-30,2024-03-25,ADJ-6507
3871,1052,pärnu,OUT,-43,2024-03-13,ORD-90905
3872,1311,pärnu,IN,191,2024-07-20,PO-18916
3873,1245,pärnu,OUT,-35,2024-03-16,ORD-39079
3874,1046,tallinn,IN,41,2024-03-04,PO-85725
3875,1139,tartu,OUT,-31,2024-06-29,ORD-25311
3876,1092,tartu,OUT,-44,2024-11-03,ORD-77012
3877,1027,ladu,OUT,-41,2024-08-05,ORD-82257
3878,1170,tartu,IN,177,2024-01-14,PO-20807
3879,1014,ladu,ADJUSTMENT,2,2024-06-14,ADJ-5112
3880,1091,pärnu,IN,184,2025-01-01,PO-13004
3881,1084,tallinn,IN,155,2025-02-23,PO-30140
3882,1335,ladu,OUT,-19,2024-09-09,ORD-17309
3883,1125,ladu,TRANSFER,-66,2024-05-26,TRANSFER-7451
3884,1191,tallinn,OUT,-11,2024-02-27,ORD-74048
3885,1328,pärnu,OUT,-23,2024-05-10,ORD-82987
3886,1265,pärnu,ADJUSTMENT,25,2024-09-25,ADJ-8864
3887,1148,tartu,ADJUSTMENT,19,2025-02-18,ADJ-9792
3888,1295,tallinn,TRANSFER,72,2024-06-22,TRANSFER-8217
3889,1030,ladu,OUT,-44,2024-05-15,ORD-30415
3890,1225,pärnu,OUT,-35,2024-04-18,ORD-80489
3891,1138,ladu,OUT,-10,2024-05-26,ORD-31381
3892,1238,ladu,IN,152,2024-05-15,PO-93496
3893,1265,ladu,OUT,-49,2024-11-17,ORD-75496
3894,1194,tartu,IN,59,2024-05-02,PO-30674
3895,1313,tallinn,ADJUSTMENT,-21,2024-09-28,ADJ-4475
3896,1194,tartu,IN,110,2024-11-16,PO-42042
3897,1317,tartu,TRANSFER,23,2024-07-23,TRANSFER-2688
3898,1180,ladu,TRANSFER,-34,2024-06-11,TRANSFER-2625
3899,1113,tartu,OUT,-46,2024-07-22,ORD-14990
3900,1263,pärnu,IN,108,2024-06-05,PO-53762
3901,1037,tallinn,IN,142,2024-04-04,PO-74311
3902,1134,tartu,IN,104,2024-03-07,PO-30629
3903,1034,tartu,OUT,-49,2024-02-29,ORD-11747
3904,1201,tartu,OUT,-40,2024-06-18,ORD-77630
3905,1016,tallinn,ADJUSTMENT,1,2024-07-30,ADJ-2031
3906,1031,ladu,TRANSFER,-20,2024-05-26,TRANSFER-3550
3907,1081,tallinn,OUT,-17,2024-11-01,ORD-72326
3908,1126,tartu,IN,51,2024-11-08,PO-35053
3909,1023,pärnu,TRANSFER,-78,2024-06-22,TRANSFER-6982
3910,1336,pärnu,OUT,-12,2025-01-01,ORD-14876
3911,1245,tartu,OUT,-31,2024-06-17,ORD-66335
3912,1124,tartu,OUT,-44,2024-06-17,ORD-56826
3913,1219,tartu,OUT,-48,2024-03-21,ORD-45123
3914,1004,ladu,IN,172,2024-07-28,PO-36946
3915,1338,pärnu,OUT,-35,2024-02-05,ORD-91158
3916,1309,ladu,TRANSFER,-43,2025-02-13,TRANSFER-5419
3917,1236,ladu,ADJUSTMENT,-25,2024-12-30,ADJ-9738
3918,1063,tallinn,TRANSFER,40,2024-03-14,TRANSFER-3166
3919,1225,ladu,IN,169,2024-10-20,PO-58892
3920,1018,tartu,OUT,-20,2024-11-28,ORD-77102
3921,1286,tallinn,TRANSFER,80,2024-05-31,TRANSFER-5705
3922,1077,pärnu,OUT,-8,2024-01-12,ORD-92542
3923,1034,tallinn,OUT,-18,2024-12-19,ORD-11585
3924,1071,ladu,IN,113,2024-03-12,PO-97104
3925,1038,tartu,OUT,-12,2025-02-13,ORD-31055
3926,1076,ladu,ADJUSTMENT,7,2025-02-10,ADJ-6631
3927,1343,ladu,IN,192,2024-08-30,PO-86209
3928,1155,ladu,TRANSFER,-60,2025-02-22,TRANSFER-1289
3929,1154,tartu,TRANSFER,-2,2024-07-29,TRANSFER-4715
3930,1092,tartu,IN,78,2024-10-16,PO-83290
3931,1020,tartu,IN,102,2024-02-06,PO-62294
3932,1214,ladu,IN,101,2024-10-03,PO-97271
3933,1324,ladu,IN,52,2025-01-26,PO-92315
3934,1120,pärnu,TRANSFER,8,2024-03-30,TRANSFER-2312
3935,1185,tartu,IN,45,2024-07-23,PO-70258
3936,1031,ladu,OUT,-6,2024-04-02,ORD-35845
3937,1262,tartu,OUT,-6,2024-05-22,ORD-29871
3938,1331,ladu,OUT,-44,2024-03-25,ORD-44050
3939,1334,tallinn,IN,13,2024-08-03,PO-14813
3940,1186,pärnu,IN,51,2024-06-07,PO-49321
3941,1109,tartu,OUT,-50,2024-03-10,ORD-43733
3942,1032,tartu,OUT,-49,2024-01-02,ORD-13185
3943,1016,tallinn,TRANSFER,76,2024-11-15,TRANSFER-4032
3944,1029,ladu,OUT,-38,2024-11-11,ORD-89478
3945,1063,ladu,IN,140,2025-02-15,PO-70034
3946,1151,tartu,IN,170,2024-10-20,PO-73873
3947,1319,pärnu,OUT,-50,2024-09-19,ORD-28868
3948,1244,ladu,TRANSFER,-91,2024-10-20,TRANSFER-1690
3949,1313,pärnu,IN,71,2025-02-17,PO-94913
3950,1301,tartu,OUT,-49,2024-09-23,ORD-80222
3951,1146,tartu,OUT,-10,2025-02-23,ORD-57918
3952,1182,ladu,OUT,-34,2024-09-12,ORD-32765
3953,1257,tallinn,IN,83,2024-01-11,PO-90800
3954,1167,pärnu,ADJUSTMENT,11,2024-01-09,ADJ-3598
3955,1299,tallinn,OUT,-19,2024-06-26,ORD-46295
3956,1017,pärnu,IN,16,2024-02-25,PO-68111
3957,1080,tartu,OUT,-39,2024-08-09,ORD-91821
3958,1327,tallinn,TRANSFER,32,2024-05-12,TRANSFER-8455
3959,1294,ladu,IN,194,2024-01-10,PO-15381
3960,1200,ladu,IN,186,2024-03-31,PO-92938
3961,1068,pärnu,OUT,-50,2024-06-07,ORD-30472
3962,1084,tallinn,IN,186,2024-09-01,PO-30052
3963,1194,pärnu,IN,150,2024-02-22,PO-75537
3964,1171,pärnu,IN,139,2024-07-29,PO-56678
3965,1108,ladu,TRANSFER,-39,2024-12-04,TRANSFER-8297
3966,1137,ladu,IN,19,2024-11-18,PO-86861
3967,1174,pärnu,OUT,-9,2024-07-16,ORD-52106
3968,1047,tartu,ADJUSTMENT,-24,2024-11-28,ADJ-9151
3969,1118,ladu,TRANSFER,-1,2024-02-12,TRANSFER-2451
3970,1235,ladu,IN,128,2024-11-21,PO-82106
3971,1039,tartu,IN,102,2024-05-29,PO-14351
3972,1264,pärnu,OUT,-3,2024-03-02,ORD-66689
3973,1239,ladu,TRANSFER,79,2024-09-11,TRANSFER-6517
3974,1279,tartu,TRANSFER,-90,2024-09-25,TRANSFER-8196
3975,1187,ladu,OUT,-9,2024-08-17,ORD-28683
3976,1212,pärnu,TRANSFER,-58,2024-01-26,TRANSFER-1958
3977,1160,tallinn,IN,122,2024-11-04,PO-50556
3978,1019,ladu,IN,83,2024-10-31,PO-30040
3979,1267,tallinn,OUT,-1,2024-12-03,ORD-65211
3980,1134,ladu,OUT,-45,2024-12-24,ORD-34481
3981,1180,pärnu,OUT,-22,2024-04-17,ORD-61617
3982,1332,pärnu,OUT,-47,2025-01-01,ORD-33553
3983,1298,tallinn,IN,189,2024-06-24,PO-49426
3984,1227,tartu,ADJUSTMENT,5,2024-12-03,ADJ-8855
3985,1346,ladu,OUT,-28,2025-02-18,ORD-60152
3986,1088,ladu,ADJUSTMENT,-20,2024-07-01,ADJ-2642
3987,1282,pärnu,TRANSFER,45,2024-10-30,TRANSFER-7028
3988,1205,ladu,OUT,-46,2025-02-08,ORD-40761
3989,1215,pärnu,ADJUSTMENT,26,2024-03-31,ADJ-4346
3990,1268,pärnu,ADJUSTMENT,-12,2024-07-31,ADJ-2800
3991,1264,ladu,OUT,-19,2024-06-13,ORD-85041
3992,1242,ladu,OUT,-43,2024-03-09,ORD-50575
3993,1214,tartu,IN,81,2024-01-18,PO-40342
3994,1337,ladu,IN,86,2025-01-24,PO-12363
3995,1309,ladu,OUT,-39,2024-12-04,ORD-17141
3996,1091,tallinn,TRANSFER,99,2024-11-13,TRANSFER-5964
3997,1149,tartu,IN,111,2024-05-24,PO-24164
3998,1151,tartu,ADJUSTMENT,22,2025-02-22,ADJ-6442
3999,1230,tallinn,OUT,-48,2024-05-04,ORD-86259
4000,1156,tallinn,IN,58,2024-02-27,PO-46564
4001,1054,tartu,OUT,-20,2024-02-26,ORD-83596
4002,1244,tallinn,OUT,-36,2024-11-05,ORD-31847
4003,1175,tartu,OUT,-16,2025-02-27,ORD-92570
4004,1202,pärnu,TRANSFER,-34,2024-06-04,TRANSFER-3511
4005,1295,tartu,ADJUSTMENT,-12,2024-03-04,ADJ-4278
4006,1250,ladu,IN,73,2024-04-11,PO-24968
4007,1088,tartu,OUT,-12,2024-12-04,ORD-24454
4008,1194,pärnu,OUT,-16,2024-12-01,ORD-64679
4009,1239,ladu,OUT,-19,2024-09-30,ORD-39063
4010,1301,pärnu,OUT,-39,2024-08-01,ORD-88669
4011,1109,tallinn,IN,34,2025-01-15,PO-42104
4012,1090,tallinn,OUT,-46,2025-02-09,ORD-99956
4013,1286,tartu,IN,30,2024-09-21,PO-50988
4014,1024,tartu,ADJUSTMENT,30,2024-10-10,ADJ-6095
4015,1130,pärnu,TRANSFER,65,2024-07-24,TRANSFER-7060
4016,1181,ladu,IN,169,2024-05-28,PO-83436
4017,1027,ladu,IN,94,2025-01-11,PO-28075
4018,1087,pärnu,OUT,-34,2024-08-10,ORD-87541
4019,1078,tallinn,IN,200,2024-11-23,PO-60343
4020,1288,tallinn,IN,12,2024-06-10,PO-30577
4021,1165,ladu,IN,13,2024-06-12,PO-96567
4022,1122,pärnu,OUT,-49,2024-02-06,ORD-87143
4023,1281,tartu,OUT,-14,2024-11-11,ORD-76271
4024,1113,tallinn,TRANSFER,-24,2024-05-13,TRANSFER-1107
4025,1250,ladu,OUT,-43,2025-02-02,ORD-95341
4026,1282,tallinn,TRANSFER,-63,2024-03-03,TRANSFER-6894
4027,1232,pärnu,TRANSFER,12,2024-12-01,TRANSFER-7713
4028,1043,tallinn,ADJUSTMENT,-8,2024-12-02,ADJ-3235
4029,1091,pärnu,IN,185,2024-06-20,PO-20590
4030,1296,ladu,IN,128,2024-02-16,PO-11917
4031,1167,tallinn,IN,162,2024-10-07,PO-21840
4032,1259,ladu,IN,41,2025-01-20,PO-26447
4033,1025,tallinn,OUT,-35,2024-12-10,ORD-67800
4034,1211,pärnu,OUT,-36,2024-04-27,ORD-91506
4035,1158,pärnu,TRANSFER,-91,2024-09-04,TRANSFER-6570
4036,1348,ladu,IN,160,2024-06-29,PO-73665
4037,1003,tartu,OUT,-28,2024-08-24,ORD-40502
4038,1241,pärnu,OUT,-3,2025-02-09,ORD-37480
4039,1132,tartu,OUT,-46,2024-03-19,ORD-89026
4040,1164,tartu,OUT,-28,2024-10-14,ORD-40934
4041,1175,tartu,OUT,-49,2024-10-07,ORD-42887
4042,1270,tartu,IN,180,2025-01-15,PO-77610
4043,1074,ladu,OUT,-39,2025-01-11,ORD-52799
4044,1141,tartu,OUT,-41,2024-04-12,ORD-56900
4045,1320,pärnu,TRANSFER,58,2025-02-13,TRANSFER-9317
4046,1063,pärnu,IN,166,2024-10-15,PO-17481
4047,1118,pärnu,ADJUSTMENT,-19,2024-09-10,ADJ-2379
4048,1172,pärnu,OUT,-18,2024-04-24,ORD-45428
4049,1030,ladu,IN,28,2024-04-06,PO-98927
4050,1302,pärnu,OUT,-9,2024-08-21,ORD-51224
4051,1147,pärnu,IN,199,2024-12-25,PO-40670
4052,1196,tartu,OUT,-50,2024-10-17,ORD-18292
4053,1266,tallinn,OUT,-16,2024-09-25,ORD-23162
4054,1189,tallinn,TRANSFER,44,2024-08-20,TRANSFER-9097
4055,1230,tartu,IN,20,2024-05-03,PO-55589
4056,1310,tallinn,IN,156,2024-08-22,PO-50619
4057,1093,pärnu,IN,70,2024-08-12,PO-79001
4058,1070,tartu,OUT,-5,2024-09-04,ORD-78158
4059,1126,tallinn,OUT,-14,2024-02-06,ORD-83854
4060,1057,ladu,OUT,-5,2024-06-16,ORD-42346
4061,1288,tartu,IN,138,2024-11-10,PO-24098
4062,1259,pärnu,IN,89,2024-04-18,PO-69872
4063,1060,tartu,OUT,-25,2024-01-03,ORD-53533
4064,1140,tartu,OUT,-15,2024-09-25,ORD-65343
4065,1164,pärnu,TRANSFER,-5,2025-02-21,TRANSFER-6169
4066,1341,pärnu,OUT,-11,2025-02-02,ORD-25715
4067,1141,pärnu,IN,144,2024-02-16,PO-62681
4068,1345,ladu,TRANSFER,73,2024-11-21,TRANSFER-4988
4069,1207,tartu,IN,28,2024-02-28,PO-35894
4070,1152,ladu,OUT,-33,2025-02-02,ORD-66850
4071,1260,pärnu,TRANSFER,1,2025-02-12,TRANSFER-6323
4072,1150,tallinn,OUT,-39,2024-08-31,ORD-79054
4073,1104,tallinn,OUT,-14,2024-01-05,ORD-12498
4074,1238,pärnu,IN,175,2025-01-26,PO-48641
4075,1300,pärnu,OUT,-5,2025-01-31,ORD-11746
4076,1192,tartu,IN,172,2025-02-05,PO-88234
4077,1083,tallinn,TRANSFER,-97,2025-01-07,TRANSFER-8799
4078,1225,tallinn,IN,132,2024-05-01,PO-93516
4079,1099,ladu,TRANSFER,-39,2024-04-26,TRANSFER-2530
4080,1074,pärnu,OUT,-17,2024-02-07,ORD-59457
4081,1147,pärnu,OUT,-48,2024-05-27,ORD-57671
4082,1350,tartu,IN,88,2025-01-14,PO-14912
4083,1001,tallinn,IN,147,2024-09-09,PO-21313
4084,1090,tartu,IN,67,2024-10-27,PO-47467
4085,1046,tartu,IN,22,2025-02-10,PO-89373
4086,1134,pärnu,TRANSFER,-31,2024-01-27,TRANSFER-6437
4087,1028,ladu,OUT,-24,2024-06-30,ORD-25150
4088,1158,tallinn,TRANSFER,28,2024-09-08,TRANSFER-2044
4089,1189,tallinn,OUT,-19,2025-02-16,ORD-76059
4090,1107,tallinn,TRANSFER,70,2024-06-13,TRANSFER-4215
4091,1183,tallinn,TRANSFER,-16,2024-06-30,TRANSFER-3841
4092,1043,tartu,ADJUSTMENT,6,2024-12-23,ADJ-8894
4093,1004,pärnu,IN,44,2024-12-04,PO-70944
4094,1332,tallinn,OUT,-49,2024-01-27,ORD-19767
4095,1087,tartu,OUT,-25,2024-06-22,ORD-10902
4096,1223,tartu,OUT,-47,2024-05-26,ORD-35127
4097,1297,tartu,IN,199,2024-11-19,PO-48283
4098,1052,tartu,TRANSFER,39,2024-02-02,TRANSFER-7592
4099,1149,tallinn,OUT,-11,2024-06-13,ORD-22428
4100,1166,tartu,OUT,-33,2024-05-12,ORD-66409
4101,1341,tartu,OUT,-37,2024-06-19,ORD-18103
4102,1117,tallinn,IN,85,2024-02-23,PO-18744
4103,1013,tallinn,OUT,-23,2024-12-28,ORD-34447
4104,1259,tallinn,IN,9,2024-04-14,PO-93663
4105,1089,tallinn,IN,176,2024-09-04,PO-75037
4106,1210,ladu,OUT,-32,2025-01-07,ORD-22306
4107,1090,tartu,OUT,-22,2024-11-04,ORD-15902
4108,1103,pärnu,TRANSFER,97,2024-08-22,TRANSFER-6803
4109,1085,tallinn,IN,185,2024-12-13,PO-34403
4110,1025,ladu,IN,87,2025-01-20,PO-34600
4111,1126,ladu,TRANSFER,-55,2024-02-27,TRANSFER-2129
4112,1179,pärnu,IN,184,2024-02-20,PO-93499
4113,1189,tallinn,ADJUSTMENT,27,2024-07-07,ADJ-6312
4114,1072,tallinn,ADJUSTMENT,13,2025-02-10,ADJ-4661
4115,1229,tallinn,OUT,-5,2024-02-09,ORD-57955
4116,1190,ladu,IN,29,2024-04-30,PO-94450
4117,1021,tallinn,OUT,-39,2024-05-21,ORD-40242
4118,1124,tallinn,OUT,-47,2024-06-03,ORD-35243
4119,1199,tartu,IN,57,2024-05-19,PO-38191
4120,1281,tallinn,OUT,-9,2025-01-06,ORD-46926
4121,1091,tallinn,OUT,-47,2025-01-08,ORD-38521
4122,1235,tartu,ADJUSTMENT,-25,2024-07-07,ADJ-6105
4123,1173,pärnu,TRANSFER,-44,2024-11-17,TRANSFER-9821
4124,1210,tartu,OUT,-50,2024-11-29,ORD-89171
4125,1317,tartu,IN,151,2024-09-04,PO-87318
4126,1275,pärnu,IN,51,2024-08-17,PO-36776
4127,1005,tallinn,IN,188,2024-11-10,PO-42511
4128,1349,pärnu,OUT,-20,2025-02-20,ORD-95840
4129,1282,tallinn,OUT,-31,2024-06-30,ORD-81329
4130,1030,pärnu,OUT,-2,2024-03-20,ORD-16589
4131,1146,ladu,OUT,-2,2025-01-05,ORD-49913
4132,1159,pärnu,OUT,-36,2024-08-28,ORD-61648
4133,1124,pärnu,OUT,-18,2024-08-21,ORD-50609
4134,1104,tallinn,OUT,-1,2024-09-21,ORD-36367
4135,1168,pärnu,OUT,-23,2025-02-18,ORD-66437
4136,1088,tartu,ADJUSTMENT,1,2024-06-23,ADJ-7196
4137,1310,tallinn,ADJUSTMENT,26,2024-11-03,ADJ-6495
4138,1178,tartu,IN,80,2024-01-15,PO-67122
4139,1095,tartu,OUT,-1,2024-05-20,ORD-92183
4140,1301,pärnu,IN,52,2024-09-30,PO-66504
4141,1095,pärnu,OUT,-35,2024-10-02,ORD-42970
4142,1280,tallinn,OUT,-24,2024-10-14,ORD-24732
4143,1153,tartu,IN,189,2024-07-13,PO-88663
4144,1091,tallinn,IN,118,2024-02-18,PO-66443
4145,1250,tallinn,TRANSFER,-34,2024-09-29,TRANSFER-3927
4146,1132,pärnu,OUT,-11,2024-03-07,ORD-68970
4147,1104,ladu,OUT,-26,2024-01-06,ORD-48551
4148,1114,pärnu,ADJUSTMENT,-1,2024-12-08,ADJ-1152
4149,1141,tallinn,ADJUSTMENT,13,2024-04-26,ADJ-4660
4150,1110,ladu,IN,21,2024-01-26,PO-28005
4151,1028,ladu,IN,180,2024-05-22,PO-47986
4152,1297,tartu,OUT,-20,2024-02-08,ORD-93058
4153,1076,tallinn,OUT,-36,2024-12-13,ORD-71255
4154,1117,ladu,OUT,-24,2024-07-14,ORD-27631
4155,1257,tallinn,OUT,-24,2024-01-28,ORD-98408
4156,1277,pärnu,IN,189,2024-02-19,PO-83131
4157,1173,ladu,IN,129,2024-06-03,PO-40983
4158,1242,ladu,IN,44,2024-12-31,PO-28807
4159,1271,ladu,ADJUSTMENT,14,2024-11-08,ADJ-4109
4160,1041,tartu,OUT,-23,2025-02-26,ORD-89371
4161,1098,tartu,IN,150,2024-07-18,PO-26207
4162,1061,tallinn,OUT,-47,2024-12-03,ORD-86454
4163,1244,tartu,IN,168,2024-08-23,PO-49464
4164,1099,ladu,IN,104,2024-10-29,PO-98344
4165,1204,tartu,ADJUSTMENT,30,2024-08-13,ADJ-9047
4166,1202,pärnu,IN,56,2024-08-27,PO-61008
4167,1049,tallinn,OUT,-6,2024-08-17,ORD-57143
4168,1188,pärnu,OUT,-26,2024-06-24,ORD-16084
4169,1340,tallinn,OUT,-29,2024-11-08,ORD-75814
4170,1013,pärnu,OUT,-19,2024-10-30,ORD-22770
4171,1162,tallinn,TRANSFER,82,2024-12-16,TRANSFER-4019
4172,1095,tallinn,IN,94,2024-10-24,PO-56781
4173,1148,tartu,IN,102,2024-05-30,PO-51939
4174,1288,ladu,OUT,-10,2024-06-13,ORD-53855
4175,1008,tallinn,IN,200,2024-07-08,PO-60327
4176,1272,pärnu,OUT,-24,2024-04-01,ORD-43068
4177,1329,tallinn,OUT,-49,2024-11-14,ORD-24997
4178,1278,pärnu,ADJUSTMENT,19,2025-01-28,ADJ-7831
4179,1040,tallinn,OUT,-6,2024-01-19,ORD-40608
4180,1097,pärnu,OUT,-7,2024-07-09,ORD-15673
4181,1212,tallinn,IN,44,2024-09-18,PO-21815
4182,1294,tallinn,OUT,-6,2024-04-13,ORD-90458
4183,1092,ladu,IN,67,2024-04-27,PO-22812
4184,1164,tallinn,IN,198,2024-04-05,PO-40440
4185,1335,ladu,OUT,-16,2024-06-07,ORD-61195
4186,1124,tallinn,TRANSFER,-2,2024-06-17,TRANSFER-9110
4187,1004,tallinn,OUT,-1,2024-06-28,ORD-72516
4188,1204,tartu,IN,160,2024-11-19,PO-51732
4189,1140,tartu,OUT,-20,2024-10-05,ORD-27511
4190,1052,tartu,OUT,-13,2024-01-21,ORD-50108
4191,1096,tallinn,OUT,-39,2024-08-02,ORD-59250
4192,1125,ladu,OUT,-33,2024-06-17,ORD-26284
4193,1214,tallinn,OUT,-35,2025-01-28,ORD-90460
4194,1221,tartu,IN,149,2024-04-11,PO-53148
4195,1133,pärnu,ADJUSTMENT,-19,2025-02-03,ADJ-7146
4196,1281,pärnu,TRANSFER,-84,2024-06-17,TRANSFER-8591
4197,1150,tallinn,OUT,-27,2025-01-03,ORD-11614
4198,1149,pärnu,IN,192,2024-05-24,PO-24367
4199,1264,tallinn,IN,130,2024-05-19,PO-93547
4200,1087,tartu,IN,30,2024-07-31,PO-72445
4201,1068,tartu,OUT,-39,2024-09-16,ORD-46741
4202,1233,tartu,IN,121,2024-05-07,PO-84550
4203,1244,tartu,OUT,-16,2024-07-18,ORD-17868
4204,1325,tallinn,TRANSFER,10,2024-08-23,TRANSFER-1441
4205,1174,tartu,IN,194,2024-08-10,PO-90962
4206,1225,ladu,ADJUSTMENT,-26,2024-10-24,ADJ-9355
4207,1252,pärnu,OUT,-27,2024-08-10,ORD-54842
4208,1142,tallinn,ADJUSTMENT,7,2024-12-25,ADJ-7929
4209,1307,pärnu,IN,34,2024-10-04,PO-17404
4210,1094,tartu,IN,31,2024-09-01,PO-84241
4211,1322,pärnu,IN,185,2024-04-29,PO-11655
4212,1261,ladu,IN,159,2024-08-24,PO-29760
4213,1173,tartu,IN,93,2024-01-14,PO-36154
4214,1013,ladu,OUT,-26,2024-02-07,ORD-12881
4215,1055,ladu,OUT,-33,2024-07-06,ORD-87320
4216,1031,tallinn,OUT,-37,2024-03-18,ORD-96428
4217,1115,tallinn,OUT,-4,2024-12-01,ORD-70328
4218,1154,ladu,IN,69,2024-08-17,PO-22005
4219,1030,ladu,ADJUSTMENT,28,2025-01-12,ADJ-3440
4220,1008,pärnu,IN,169,2024-01-05,PO-48216
4221,1316,tallinn,IN,179,2024-08-27,PO-37394
4222,1029,ladu,TRANSFER,-100,2024-07-10,TRANSFER-4854
4223,1093,ladu,IN,14,2024-05-26,PO-44282
4224,1078,ladu,OUT,-43,2024-04-09,ORD-92714
4225,1028,ladu,OUT,-39,2024-10-11,ORD-53385
4226,1239,tartu,IN,194,2024-05-20,PO-29115
4227,1159,ladu,TRANSFER,-81,2024-10-27,TRANSFER-3206
4228,1278,tartu,OUT,-8,2024-06-04,ORD-47513
4229,1061,tartu,IN,197,2024-07-16,PO-70988
4230,1145,tallinn,IN,38,2024-10-23,PO-76727
4231,1231,tartu,OUT,-4,2024-12-24,ORD-19667
4232,1108,ladu,IN,82,2024-05-02,PO-72582
4233,1288,ladu,IN,34,2024-09-27,PO-14897
4234,1144,pärnu,OUT,-18,2025-01-21,ORD-63673
4235,1164,tartu,IN,197,2024-08-08,PO-49978
4236,1331,tartu,IN,24,2024-04-23,PO-74180
4237,1118,tallinn,OUT,-17,2024-06-02,ORD-26360
4238,1342,tallinn,TRANSFER,-14,2024-11-16,TRANSFER-9497
4239,1245,tartu,IN,190,2024-12-03,PO-64844
4240,1181,pärnu,TRANSFER,12,2024-09-04,TRANSFER-5173
4241,1327,pärnu,TRANSFER,87,2024-10-07,TRANSFER-4308
4242,1235,ladu,IN,59,2024-11-30,PO-73262
4243,1152,tartu,TRANSFER,-37,2024-01-08,TRANSFER-9854
4244,1121,tartu,OUT,-41,2024-06-02,ORD-57835
4245,1061,ladu,ADJUSTMENT,-17,2024-03-18,ADJ-1307
4246,1227,tartu,IN,99,2024-07-24,PO-27907
4247,1072,pärnu,TRANSFER,73,2024-03-04,TRANSFER-9520
4248,1079,ladu,IN,8,2024-09-06,PO-69890
4249,1114,tallinn,OUT,-12,2024-06-28,ORD-87762
4250,1097,pärnu,IN,177,2024-07-13,PO-92275
4251,1335,tartu,OUT,-42,2024-04-04,ORD-52382
4252,1111,tallinn,OUT,-4,2024-01-16,ORD-23910
4253,1038,tallinn,OUT,-47,2024-06-14,ORD-28039
4254,1240,ladu,OUT,-5,2024-03-12,ORD-69915
4255,1077,tartu,ADJUSTMENT,8,2024-10-21,ADJ-6880
4256,1225,tallinn,OUT,-19,2024-05-29,ORD-49670
